key,Intake_X,Intake_Y,Release_X,Release_Y,Has_Secondary_Intake_Cell,    Secondary_Intake_X,Secondary_Intake_Y,Max_Storage,Storage,        Min_Release_Storage,Release_Rate
reservoir_72,4415.0,1385.0,4425.0,1385.0,-1,-1,-1,10000,5000,0,10
reservoir_73,3385.0,4155.0,3395.0,4155.0,-1,-1,-1,10000,5000,0,10
reservoir_74,3745.0,4855.0,3755.0,4855.0,-1,-1,-1,10000,5000,0,10
reservoir_75,3375.0,715.0,3385.0,715.0,-1,-1,-1,10000,5000,0,10
reservoir_76,1525.0,2855.0,1535.0,2855.0,-1,-1,-1,10000,5000,0,10
reservoir_77,1785.0,3715.0,1795.0,3715.0,-1,-1,-1,10000,5000,0,10
reservoir_78,2305.0,535.0,2315.0,535.0,-1,-1,-1,10000,5000,0,10
reservoir_79,2695.0,995.0,2705.0,995.0,-1,-1,-1,10000,5000,0,10
reservoir_80,2655.0,1935.0,2665.0,1935.0,-1,-1,-1,10000,5000,0,10
reservoir_81,2555.0,4255.0,2565.0,4255.0,-1,-1,-1,10000,5000,0,10
reservoir_82,1535.0,2935.0,1545.0,2935.0,-1,-1,-1,10000,5000,0,10
reservoir_83,4495.0,4915.0,4505.0,4915.0,-1,-1,-1,10000,5000,0,10
reservoir_84,4275.0,3655.0,4285.0,3655.0,-1,-1,-1,10000,5000,0,10
reservoir_85,1045.0,2625.0,1055.0,2625.0,-1,-1,-1,10000,5000,0,10
reservoir_86,835.0,4585.0,845.0,4585.0,-1,-1,-1,10000,5000,0,10
reservoir_87,505.0,1485.0,515.0,1485.0,-1,-1,-1,10000,5000,0,10
reservoir_88,1965.0,2985.0,1975.0,2985.0,-1,-1,-1,10000,5000,0,10
reservoir_89,3515.0,4845.0,3525.0,4845.0,-1,-1,-1,10000,5000,0,10
reservoir_90,4455.0,4445.0,4465.0,4445.0,-1,-1,-1,10000,5000,0,10
reservoir_91,1225.0,4025.0,1235.0,4025.0,-1,-1,-1,10000,5000,0,10
reservoir_92,2765.0,3715.0,2775.0,3715.0,-1,-1,-1,10000,5000,0,10
reservoir_93,165.0,845.0,175.0,845.0,-1,-1,-1,10000,5000,0,10
reservoir_94,2175.0,1805.0,2185.0,1805.0,-1,-1,-1,10000,5000,0,10
reservoir_95,4355.0,2655.0,4365.0,2655.0,-1,-1,-1,10000,5000,0,10
reservoir_96,2655.0,4035.0,2665.0,4035.0,-1,-1,-1,10000,5000,0,10
reservoir_97,1425.0,4425.0,1435.0,4425.0,-1,-1,-1,10000,5000,0,10
reservoir_98,4275.0,4715.0,4285.0,4715.0,-1,-1,-1,10000,5000,0,10
reservoir_99,3715.0,875.0,3725.0,875.0,-1,-1,-1,10000,5000,0,10
