key,Intake_X,Intake_Y,Release_X,Release_Y,Has_Secondary_Intake_Cell,    Secondary_Intake_X,Secondary_Intake_Y,Max_Storage,Storage,        Min_Release_Storage,Release_Rate
reservoir_20,4515.0,1775.0,4525.0,1775.0,-1,-1,-1,10000,5000,0,10
reservoir_21,1875.0,4785.0,1885.0,4785.0,-1,-1,-1,10000,5000,0,10
reservoir_22,2955.0,1445.0,2965.0,1445.0,-1,-1,-1,10000,5000,0,10
reservoir_23,4445.0,255.0,4455.0,255.0,-1,-1,-1,10000,5000,0,10
reservoir_24,835.0,1485.0,845.0,1485.0,-1,-1,-1,10000,5000,0,10
reservoir_25,1585.0,485.0,1595.0,485.0,-1,-1,-1,10000,5000,0,10
reservoir_26,2345.0,4145.0,2355.0,4145.0,-1,-1,-1,10000,5000,0,10
reservoir_27,1285.0,4165.0,1295.0,4165.0,-1,-1,-1,10000,5000,0,10
reservoir_28,2135.0,4335.0,2145.0,4335.0,-1,-1,-1,10000,5000,0,10
reservoir_29,2675.0,1805.0,2685.0,1805.0,-1,-1,-1,10000,5000,0,10
reservoir_30,4165.0,615.0,4175.0,615.0,-1,-1,-1,10000,5000,0,10
reservoir_31,665.0,515.0,675.0,515.0,-1,-1,-1,10000,5000,0,10
reservoir_32,4715.0,1055.0,4725.0,1055.0,-1,-1,-1,10000,5000,0,10
reservoir_33,155.0,2665.0,165.0,2665.0,-1,-1,-1,10000,5000,0,10
reservoir_34,1425.0,4175.0,1435.0,4175.0,-1,-1,-1,10000,5000,0,10
reservoir_35,1965.0,1645.0,1975.0,1645.0,-1,-1,-1,10000,5000,0,10
reservoir_36,2065.0,2815.0,2075.0,2815.0,-1,-1,-1,10000,5000,0,10
reservoir_37,905.0,1665.0,915.0,1665.0,-1,-1,-1,10000,5000,0,10
reservoir_38,2395.0,475.0,2405.0,475.0,-1,-1,-1,10000,5000,0,10
reservoir_39,4105.0,3755.0,4115.0,3755.0,-1,-1,-1,10000,5000,0,10
reservoir_40,55.0,3215.0,65.0,3215.0,-1,-1,-1,10000,5000,0,10
reservoir_41,3155.0,4135.0,3165.0,4135.0,-1,-1,-1,10000,5000,0,10
reservoir_42,1355.0,4345.0,1365.0,4345.0,-1,-1,-1,10000,5000,0,10
reservoir_43,3085.0,4305.0,3095.0,4305.0,-1,-1,-1,10000,5000,0,10
reservoir_44,3415.0,275.0,3425.0,275.0,-1,-1,-1,10000,5000,0,10
reservoir_45,1075.0,3015.0,1085.0,3015.0,-1,-1,-1,10000,5000,0,10
reservoir_46,3205.0,465.0,3215.0,465.0,-1,-1,-1,10000,5000,0,10
reservoir_47,4815.0,2575.0,4825.0,2575.0,-1,-1,-1,10000,5000,0,10
reservoir_48,665.0,865.0,675.0,865.0,-1,-1,-1,10000,5000,0,10
reservoir_49,3015.0,2785.0,3025.0,2785.0,-1,-1,-1,10000,5000,0,10
reservoir_50,1405.0,675.0,1415.0,675.0,-1,-1,-1,10000,5000,0,10
reservoir_51,3225.0,4315.0,3235.0,4315.0,-1,-1,-1,10000,5000,0,10
reservoir_52,4505.0,1595.0,4515.0,1595.0,-1,-1,-1,10000,5000,0,10
reservoir_53,1105.0,4355.0,1115.0,4355.0,-1,-1,-1,10000,5000,0,10
reservoir_54,3655.0,3145.0,3665.0,3145.0,-1,-1,-1,10000,5000,0,10
reservoir_55,1005.0,3185.0,1015.0,3185.0,-1,-1,-1,10000,5000,0,10
reservoir_56,2705.0,1805.0,2715.0,1805.0,-1,-1,-1,10000,5000,0,10
reservoir_57,1855.0,3355.0,1865.0,3355.0,-1,-1,-1,10000,5000,0,10
reservoir_58,695.0,2205.0,705.0,2205.0,-1,-1,-1,10000,5000,0,10
reservoir_59,365.0,4545.0,375.0,4545.0,-1,-1,-1,10000,5000,0,10
reservoir_60,4955.0,4275.0,4965.0,4275.0,-1,-1,-1,10000,5000,0,10
reservoir_61,3895.0,4295.0,3905.0,4295.0,-1,-1,-1,10000,5000,0,10
reservoir_62,4745.0,4465.0,4755.0,4465.0,-1,-1,-1,10000,5000,0,10
reservoir_63,2945.0,4675.0,2955.0,4675.0,-1,-1,-1,10000,5000,0,10
reservoir_64,295.0,3025.0,305.0,3025.0,-1,-1,-1,10000,5000,0,10
reservoir_65,3185.0,4135.0,3195.0,4135.0,-1,-1,-1,10000,5000,0,10
reservoir_66,535.0,4175.0,545.0,4175.0,-1,-1,-1,10000,5000,0,10
reservoir_67,1385.0,4345.0,1395.0,4345.0,-1,-1,-1,10000,5000,0,10
reservoir_68,4675.0,2945.0,4685.0,2945.0,-1,-1,-1,10000,5000,0,10
reservoir_69,2455.0,1815.0,2465.0,1815.0,-1,-1,-1,10000,5000,0,10
reservoir_70,4365.0,1965.0,4375.0,1965.0,-1,-1,-1,10000,5000,0,10
reservoir_71,4915.0,4095.0,4925.0,4095.0,-1,-1,-1,10000,5000,0,10
reservoir_72,2995.0,1005.0,3005.0,1005.0,-1,-1,-1,10000,5000,0,10
reservoir_73,3115.0,4305.0,3125.0,4305.0,-1,-1,-1,10000,5000,0,10
reservoir_74,4605.0,3115.0,4615.0,3115.0,-1,-1,-1,10000,5000,0,10
reservoir_75,2385.0,295.0,2395.0,295.0,-1,-1,-1,10000,5000,0,10
reservoir_76,1745.0,1655.0,1755.0,1655.0,-1,-1,-1,10000,5000,0,10
reservoir_77,1435.0,675.0,1445.0,675.0,-1,-1,-1,10000,5000,0,10
reservoir_78,375.0,695.0,385.0,695.0,-1,-1,-1,10000,5000,0,10
reservoir_79,795.0,2035.0,805.0,2035.0,-1,-1,-1,10000,5000,0,10
reservoir_80,2835.0,2975.0,2845.0,2975.0,-1,-1,-1,10000,5000,0,10
reservoir_81,2735.0,1805.0,2745.0,1805.0,-1,-1,-1,10000,5000,0,10
reservoir_82,1035.0,3185.0,1045.0,3185.0,-1,-1,-1,10000,5000,0,10
reservoir_83,4225.0,615.0,4235.0,615.0,-1,-1,-1,10000,5000,0,10
reservoir_84,1675.0,1825.0,1685.0,1825.0,-1,-1,-1,10000,5000,0,10
reservoir_85,2525.0,1995.0,2535.0,1995.0,-1,-1,-1,10000,5000,0,10
reservoir_86,3375.0,2165.0,3385.0,2165.0,-1,-1,-1,10000,5000,0,10
reservoir_87,1885.0,3355.0,1895.0,3355.0,-1,-1,-1,10000,5000,0,10
reservoir_88,4255.0,1955.0,4265.0,1955.0,-1,-1,-1,10000,5000,0,10
reservoir_89,1915.0,4695.0,1925.0,4695.0,-1,-1,-1,10000,5000,0,10
reservoir_90,2665.0,3695.0,2675.0,3695.0,-1,-1,-1,10000,5000,0,10
reservoir_91,1395.0,495.0,1405.0,495.0,-1,-1,-1,10000,5000,0,10
reservoir_92,445.0,875.0,455.0,875.0,-1,-1,-1,10000,5000,0,10
reservoir_93,1845.0,3175.0,1855.0,3175.0,-1,-1,-1,10000,5000,0,10
reservoir_94,4395.0,1965.0,4405.0,1965.0,-1,-1,-1,10000,5000,0,10
reservoir_95,785.0,3195.0,795.0,3195.0,-1,-1,-1,10000,5000,0,10
reservoir_96,3975.0,625.0,3985.0,625.0,-1,-1,-1,10000,5000,0,10
reservoir_97,4635.0,3115.0,4645.0,3115.0,-1,-1,-1,10000,5000,0,10
reservoir_98,2935.0,4495.0,2945.0,4495.0,-1,-1,-1,10000,5000,0,10
reservoir_99,925.0,4895.0,935.0,4895.0,-1,-1,-1,10000,5000,0,10
reservoir_100,1065.0,3185.0,1075.0,3185.0,-1,-1,-1,10000,5000,0,10
reservoir_101,4355.0,1785.0,4365.0,1785.0,-1,-1,-1,10000,5000,0,10
reservoir_102,1495.0,2015.0,1505.0,2015.0,-1,-1,-1,10000,5000,0,10
reservoir_103,115.0,3565.0,125.0,3565.0,-1,-1,-1,10000,5000,0,10
reservoir_104,4045.0,805.0,4055.0,805.0,-1,-1,-1,10000,5000,0,10
reservoir_105,4895.0,975.0,4905.0,975.0,-1,-1,-1,10000,5000,0,10
reservoir_106,2585.0,3335.0,2595.0,3335.0,-1,-1,-1,10000,5000,0,10
reservoir_107,4075.0,2145.0,4085.0,2145.0,-1,-1,-1,10000,5000,0,10
reservoir_108,3335.0,2335.0,3345.0,2335.0,-1,-1,-1,10000,5000,0,10
reservoir_109,1635.0,3715.0,1645.0,3715.0,-1,-1,-1,10000,5000,0,10
reservoir_110,2695.0,3695.0,2705.0,3695.0,-1,-1,-1,10000,5000,0,10
reservoir_111,4735.0,4635.0,4745.0,4635.0,-1,-1,-1,10000,5000,0,10
reservoir_112,4005.0,625.0,4015.0,625.0,-1,-1,-1,10000,5000,0,10
reservoir_113,1565.0,2195.0,1575.0,2195.0,-1,-1,-1,10000,5000,0,10
reservoir_114,2205.0,835.0,2215.0,835.0,-1,-1,-1,10000,5000,0,10
reservoir_115,1995.0,1025.0,2005.0,1025.0,-1,-1,-1,10000,5000,0,10
reservoir_116,4665.0,3115.0,4675.0,3115.0,-1,-1,-1,10000,5000,0,10
reservoir_117,2745.0,25.0,2755.0,25.0,-1,-1,-1,10000,5000,0,10
reservoir_118,1045.0,1405.0,1055.0,1405.0,-1,-1,-1,10000,5000,0,10
reservoir_119,105.0,4725.0,115.0,4725.0,-1,-1,-1,10000,5000,0,10
reservoir_120,3295.0,2155.0,3305.0,2155.0,-1,-1,-1,10000,5000,0,10
reservoir_121,3505.0,3685.0,3515.0,3685.0,-1,-1,-1,10000,5000,0,10
reservoir_122,2445.0,3705.0,2455.0,3705.0,-1,-1,-1,10000,5000,0,10
reservoir_123,3085.0,2345.0,3095.0,2345.0,-1,-1,-1,10000,5000,0,10
reservoir_124,1285.0,2555.0,1295.0,2555.0,-1,-1,-1,10000,5000,0,10
reservoir_125,4785.0,965.0,4795.0,965.0,-1,-1,-1,10000,5000,0,10
reservoir_126,3745.0,4835.0,3755.0,4835.0,-1,-1,-1,10000,5000,0,10
reservoir_127,885.0,3375.0,895.0,3375.0,-1,-1,-1,10000,5000,0,10
reservoir_128,3015.0,825.0,3025.0,825.0,-1,-1,-1,10000,5000,0,10
reservoir_129,3775.0,4485.0,3785.0,4485.0,-1,-1,-1,10000,5000,0,10
reservoir_130,365.0,2585.0,375.0,2585.0,-1,-1,-1,10000,5000,0,10
reservoir_131,3675.0,3315.0,3685.0,3315.0,-1,-1,-1,10000,5000,0,10
reservoir_132,1755.0,225.0,1765.0,225.0,-1,-1,-1,10000,5000,0,10
reservoir_133,3555.0,15.0,3565.0,15.0,-1,-1,-1,10000,5000,0,10
reservoir_134,4005.0,975.0,4015.0,975.0,-1,-1,-1,10000,5000,0,10
reservoir_135,2635.0,15.0,2645.0,15.0,-1,-1,-1,10000,5000,0,10
reservoir_136,205.0,4555.0,215.0,4555.0,-1,-1,-1,10000,5000,0,10
reservoir_137,3935.0,2865.0,3945.0,2865.0,-1,-1,-1,10000,5000,0,10
reservoir_138,3425.0,3325.0,3435.0,3325.0,-1,-1,-1,10000,5000,0,10
reservoir_139,985.0,4895.0,995.0,4895.0,-1,-1,-1,10000,5000,0,10
reservoir_140,4815.0,965.0,4825.0,965.0,-1,-1,-1,10000,5000,0,10
reservoir_141,4175.0,2325.0,4185.0,2325.0,-1,-1,-1,10000,5000,0,10
reservoir_142,1415.0,3725.0,1425.0,3725.0,-1,-1,-1,10000,5000,0,10
reservoir_143,4605.0,1155.0,4615.0,1155.0,-1,-1,-1,10000,5000,0,10
reservoir_144,1625.0,3535.0,1635.0,3535.0,-1,-1,-1,10000,5000,0,10
reservoir_145,3655.0,1535.0,3665.0,1535.0,-1,-1,-1,10000,5000,0,10
reservoir_146,4295.0,175.0,4305.0,175.0,-1,-1,-1,10000,5000,0,10
reservoir_147,3775.0,4835.0,3785.0,4835.0,-1,-1,-1,10000,5000,0,10
reservoir_148,295.0,1415.0,305.0,1415.0,-1,-1,-1,10000,5000,0,10
reservoir_149,1785.0,225.0,1795.0,225.0,-1,-1,-1,10000,5000,0,10
reservoir_150,2435.0,3525.0,2445.0,3525.0,-1,-1,-1,10000,5000,0,10
reservoir_151,4675.0,1335.0,4685.0,1335.0,-1,-1,-1,10000,5000,0,10
reservoir_152,965.0,1395.0,975.0,1395.0,-1,-1,-1,10000,5000,0,10
reservoir_153,3515.0,185.0,3525.0,185.0,-1,-1,-1,10000,5000,0,10
reservoir_154,2875.0,1545.0,2885.0,1545.0,-1,-1,-1,10000,5000,0,10
reservoir_155,4605.0,1505.0,4615.0,1505.0,-1,-1,-1,10000,5000,0,10
reservoir_156,3755.0,3055.0,3765.0,3055.0,-1,-1,-1,10000,5000,0,10
reservoir_157,2055.0,1025.0,2065.0,1025.0,-1,-1,-1,10000,5000,0,10
reservoir_158,1745.0,45.0,1755.0,45.0,-1,-1,-1,10000,5000,0,10
reservoir_159,45.0,1425.0,55.0,1425.0,-1,-1,-1,10000,5000,0,10
reservoir_160,705.0,3915.0,715.0,3915.0,-1,-1,-1,10000,5000,0,10
reservoir_161,1135.0,2745.0,1145.0,2745.0,-1,-1,-1,10000,5000,0,10
reservoir_162,2625.0,1555.0,2635.0,1555.0,-1,-1,-1,10000,5000,0,10
reservoir_163,2525.0,385.0,2535.0,385.0,-1,-1,-1,10000,5000,0,10
reservoir_164,4235.0,3665.0,4245.0,3665.0,-1,-1,-1,10000,5000,0,10
reservoir_165,1465.0,405.0,1475.0,405.0,-1,-1,-1,10000,5000,0,10
reservoir_166,825.0,1765.0,835.0,1765.0,-1,-1,-1,10000,5000,0,10
reservoir_167,185.0,3125.0,195.0,3125.0,-1,-1,-1,10000,5000,0,10
reservoir_168,3925.0,2685.0,3935.0,2685.0,-1,-1,-1,10000,5000,0,10
reservoir_169,3285.0,4045.0,3295.0,4045.0,-1,-1,-1,10000,5000,0,10
reservoir_170,515.0,785.0,525.0,785.0,-1,-1,-1,10000,5000,0,10
reservoir_171,2975.0,3065.0,2985.0,3065.0,-1,-1,-1,10000,5000,0,10
reservoir_172,2555.0,35.0,2565.0,35.0,-1,-1,-1,10000,5000,0,10
reservoir_173,115.0,1605.0,125.0,1605.0,-1,-1,-1,10000,5000,0,10
reservoir_174,2155.0,2545.0,2165.0,2545.0,-1,-1,-1,10000,5000,0,10
reservoir_175,3545.0,185.0,3555.0,185.0,-1,-1,-1,10000,5000,0,10
reservoir_176,4495.0,1525.0,4505.0,1525.0,-1,-1,-1,10000,5000,0,10
reservoir_177,2485.0,205.0,2495.0,205.0,-1,-1,-1,10000,5000,0,10
reservoir_178,2695.0,1735.0,2705.0,1735.0,-1,-1,-1,10000,5000,0,10
reservoir_179,995.0,3115.0,1005.0,3115.0,-1,-1,-1,10000,5000,0,10
reservoir_180,1445.0,4075.0,1455.0,4075.0,-1,-1,-1,10000,5000,0,10
reservoir_181,3035.0,4055.0,3045.0,4055.0,-1,-1,-1,10000,5000,0,10
reservoir_182,4845.0,3035.0,4855.0,3035.0,-1,-1,-1,10000,5000,0,10
reservoir_183,4665.0,1155.0,4675.0,1155.0,-1,-1,-1,10000,5000,0,10
reservoir_184,3295.0,195.0,3305.0,195.0,-1,-1,-1,10000,5000,0,10
reservoir_185,2015.0,2915.0,2025.0,2915.0,-1,-1,-1,10000,5000,0,10
reservoir_186,215.0,3125.0,225.0,3125.0,-1,-1,-1,10000,5000,0,10
reservoir_187,1285.0,595.0,1295.0,595.0,-1,-1,-1,10000,5000,0,10
reservoir_188,5.0,3315.0,15.0,3315.0,-1,-1,-1,10000,5000,0,10
reservoir_189,3645.0,1705.0,3655.0,1705.0,-1,-1,-1,10000,5000,0,10
reservoir_190,4285.0,345.0,4295.0,345.0,-1,-1,-1,10000,5000,0,10
reservoir_191,1945.0,3085.0,1955.0,3085.0,-1,-1,-1,10000,5000,0,10
reservoir_192,3005.0,3065.0,3015.0,3065.0,-1,-1,-1,10000,5000,0,10
reservoir_193,3125.0,915.0,3135.0,915.0,-1,-1,-1,10000,5000,0,10
reservoir_194,75.0,1775.0,85.0,1775.0,-1,-1,-1,10000,5000,0,10
reservoir_195,1665.0,1755.0,1675.0,1755.0,-1,-1,-1,10000,5000,0,10
reservoir_196,1565.0,585.0,1575.0,585.0,-1,-1,-1,10000,5000,0,10
reservoir_197,2515.0,1925.0,2525.0,1925.0,-1,-1,-1,10000,5000,0,10
reservoir_198,715.0,2135.0,725.0,2135.0,-1,-1,-1,10000,5000,0,10
reservoir_199,2115.0,4435.0,2125.0,4435.0,-1,-1,-1,10000,5000,0,10
reservoir_200,1055.0,4455.0,1065.0,4455.0,-1,-1,-1,10000,5000,0,10
reservoir_201,3295.0,545.0,3305.0,545.0,-1,-1,-1,10000,5000,0,10
reservoir_202,105.0,3115.0,115.0,3115.0,-1,-1,-1,10000,5000,0,10
reservoir_203,1805.0,3455.0,1815.0,3455.0,-1,-1,-1,10000,5000,0,10
reservoir_204,745.0,3475.0,755.0,3475.0,-1,-1,-1,10000,5000,0,10
reservoir_205,4055.0,4205.0,4065.0,4205.0,-1,-1,-1,10000,5000,0,10
reservoir_206,645.0,2305.0,655.0,2305.0,-1,-1,-1,10000,5000,0,10
reservoir_207,2375.0,575.0,2385.0,575.0,-1,-1,-1,10000,5000,0,10
reservoir_208,3775.0,2875.0,3785.0,2875.0,-1,-1,-1,10000,5000,0,10
reservoir_209,1975.0,3085.0,1985.0,3085.0,-1,-1,-1,10000,5000,0,10
reservoir_210,915.0,3105.0,925.0,3105.0,-1,-1,-1,10000,5000,0,10
reservoir_211,4205.0,1705.0,4215.0,1705.0,-1,-1,-1,10000,5000,0,10
reservoir_212,1125.0,4635.0,1135.0,4635.0,-1,-1,-1,10000,5000,0,10
reservoir_213,1765.0,3275.0,1775.0,3275.0,-1,-1,-1,10000,5000,0,10
reservoir_214,65.0,4655.0,75.0,4655.0,-1,-1,-1,10000,5000,0,10
reservoir_215,1455.0,2295.0,1465.0,2295.0,-1,-1,-1,10000,5000,0,10
reservoir_216,4745.0,895.0,4755.0,895.0,-1,-1,-1,10000,5000,0,10
reservoir_217,2945.0,1105.0,2955.0,1105.0,-1,-1,-1,10000,5000,0,10
reservoir_218,3065.0,4405.0,3075.0,4405.0,-1,-1,-1,10000,5000,0,10
reservoir_219,815.0,3655.0,825.0,3655.0,-1,-1,-1,10000,5000,0,10
reservoir_220,1145.0,1315.0,1155.0,1315.0,-1,-1,-1,10000,5000,0,10
reservoir_221,4555.0,3215.0,4565.0,3215.0,-1,-1,-1,10000,5000,0,10
reservoir_222,2545.0,3615.0,2555.0,3615.0,-1,-1,-1,10000,5000,0,10
reservoir_223,3095.0,4055.0,3105.0,4055.0,-1,-1,-1,10000,5000,0,10
reservoir_224,1295.0,4265.0,1305.0,4265.0,-1,-1,-1,10000,5000,0,10
reservoir_225,4485.0,1695.0,4495.0,1695.0,-1,-1,-1,10000,5000,0,10
reservoir_226,2685.0,1905.0,2695.0,1905.0,-1,-1,-1,10000,5000,0,10
reservoir_227,985.0,3285.0,995.0,3285.0,-1,-1,-1,10000,5000,0,10
reservoir_228,1835.0,3455.0,1845.0,3455.0,-1,-1,-1,10000,5000,0,10
reservoir_229,1415.0,2115.0,1425.0,2115.0,-1,-1,-1,10000,5000,0,10
reservoir_230,35.0,3665.0,45.0,3665.0,-1,-1,-1,10000,5000,0,10
reservoir_231,1315.0,945.0,1325.0,945.0,-1,-1,-1,10000,5000,0,10
reservoir_232,3965.0,905.0,3975.0,905.0,-1,-1,-1,10000,5000,0,10
reservoir_233,3755.0,1095.0,3765.0,1095.0,-1,-1,-1,10000,5000,0,10
reservoir_234,2075.0,4605.0,2085.0,4605.0,-1,-1,-1,10000,5000,0,10
reservoir_235,4625.0,3395.0,4635.0,3395.0,-1,-1,-1,10000,5000,0,10
reservoir_236,3355.0,3605.0,3365.0,3605.0,-1,-1,-1,10000,5000,0,10
reservoir_237,2195.0,765.0,2205.0,765.0,-1,-1,-1,10000,5000,0,10
reservoir_238,185.0,1165.0,195.0,1165.0,-1,-1,-1,10000,5000,0,10
reservoir_239,2435.0,1915.0,2445.0,1915.0,-1,-1,-1,10000,5000,0,10
reservoir_240,1695.0,2105.0,1705.0,2105.0,-1,-1,-1,10000,5000,0,10
reservoir_241,4985.0,705.0,4995.0,705.0,-1,-1,-1,10000,5000,0,10
reservoir_242,95.0,4655.0,105.0,4655.0,-1,-1,-1,10000,5000,0,10
reservoir_243,2125.0,935.0,2135.0,935.0,-1,-1,-1,10000,5000,0,10
reservoir_244,425.0,2315.0,435.0,2315.0,-1,-1,-1,10000,5000,0,10
reservoir_245,4035.0,1085.0,4045.0,1085.0,-1,-1,-1,10000,5000,0,10
reservoir_246,325.0,1145.0,335.0,1145.0,-1,-1,-1,10000,5000,0,10
reservoir_247,3945.0,4575.0,3955.0,4575.0,-1,-1,-1,10000,5000,0,10
reservoir_248,1085.0,4805.0,1095.0,4805.0,-1,-1,-1,10000,5000,0,10
reservoir_249,4375.0,3405.0,4385.0,3405.0,-1,-1,-1,10000,5000,0,10
reservoir_250,1935.0,4975.0,1945.0,4975.0,-1,-1,-1,10000,5000,0,10
reservoir_251,4275.0,2235.0,4285.0,2235.0,-1,-1,-1,10000,5000,0,10
reservoir_252,1725.0,3445.0,1735.0,3445.0,-1,-1,-1,10000,5000,0,10
reservoir_253,1115.0,4455.0,1125.0,4455.0,-1,-1,-1,10000,5000,0,10
reservoir_254,4305.0,1885.0,4315.0,1885.0,-1,-1,-1,10000,5000,0,10
reservoir_255,2505.0,2095.0,2515.0,2095.0,-1,-1,-1,10000,5000,0,10
reservoir_256,165.0,4835.0,175.0,4835.0,-1,-1,-1,10000,5000,0,10
reservoir_257,1345.0,945.0,1355.0,945.0,-1,-1,-1,10000,5000,0,10
reservoir_258,1655.0,3645.0,1665.0,3645.0,-1,-1,-1,10000,5000,0,10
reservoir_259,3995.0,905.0,4005.0,905.0,-1,-1,-1,10000,5000,0,10
reservoir_260,2195.0,1115.0,2205.0,1115.0,-1,-1,-1,10000,5000,0,10
reservoir_261,3785.0,1095.0,3795.0,1095.0,-1,-1,-1,10000,5000,0,10
reservoir_262,4755.0,4565.0,4765.0,4565.0,-1,-1,-1,10000,5000,0,10
reservoir_263,4335.0,3225.0,4345.0,3225.0,-1,-1,-1,10000,5000,0,10
reservoir_264,705.0,2305.0,715.0,2305.0,-1,-1,-1,10000,5000,0,10
reservoir_265,1895.0,4795.0,1905.0,4795.0,-1,-1,-1,10000,5000,0,10
reservoir_266,3595.0,3415.0,3605.0,3415.0,-1,-1,-1,10000,5000,0,10
reservoir_267,1585.0,3815.0,1595.0,3815.0,-1,-1,-1,10000,5000,0,10
reservoir_268,4135.0,2605.0,4145.0,2605.0,-1,-1,-1,10000,5000,0,10
reservoir_269,4875.0,2415.0,4885.0,2415.0,-1,-1,-1,10000,5000,0,10
reservoir_270,4165.0,3945.0,4175.0,3945.0,-1,-1,-1,10000,5000,0,10
reservoir_271,3315.0,2085.0,3325.0,2085.0,-1,-1,-1,10000,5000,0,10
reservoir_272,355.0,1145.0,365.0,1145.0,-1,-1,-1,10000,5000,0,10
reservoir_273,1305.0,2485.0,1315.0,2485.0,-1,-1,-1,10000,5000,0,10
reservoir_274,1205.0,1315.0,1215.0,1315.0,-1,-1,-1,10000,5000,0,10
reservoir_275,1635.0,145.0,1645.0,145.0,-1,-1,-1,10000,5000,0,10
reservoir_276,2705.0,4785.0,2715.0,4785.0,-1,-1,-1,10000,5000,0,10
reservoir_277,4735.0,1065.0,4745.0,1065.0,-1,-1,-1,10000,5000,0,10
reservoir_278,2395.0,3805.0,2405.0,3805.0,-1,-1,-1,10000,5000,0,10
reservoir_279,2935.0,1275.0,2945.0,1275.0,-1,-1,-1,10000,5000,0,10
reservoir_280,2085.0,2825.0,2095.0,2825.0,-1,-1,-1,10000,5000,0,10
reservoir_281,4435.0,4745.0,4445.0,4745.0,-1,-1,-1,10000,5000,0,10
reservoir_282,4875.0,2765.0,4885.0,2765.0,-1,-1,-1,10000,5000,0,10
reservoir_283,3175.0,4145.0,3185.0,4145.0,-1,-1,-1,10000,5000,0,10
reservoir_284,855.0,155.0,865.0,155.0,-1,-1,-1,10000,5000,0,10
reservoir_285,1925.0,4795.0,1935.0,4795.0,-1,-1,-1,10000,5000,0,10
reservoir_286,2465.0,3985.0,2475.0,3985.0,-1,-1,-1,10000,5000,0,10
reservoir_287,3745.0,1265.0,3755.0,1265.0,-1,-1,-1,10000,5000,0,10
reservoir_288,3885.0,2965.0,3895.0,2965.0,-1,-1,-1,10000,5000,0,10
reservoir_289,175.0,1335.0,185.0,1335.0,-1,-1,-1,10000,5000,0,10
reservoir_290,815.0,1695.0,825.0,1695.0,-1,-1,-1,10000,5000,0,10
reservoir_291,4765.0,1065.0,4775.0,1065.0,-1,-1,-1,10000,5000,0,10
reservoir_292,2425.0,3805.0,2435.0,3805.0,-1,-1,-1,10000,5000,0,10
reservoir_293,3065.0,2445.0,3075.0,2445.0,-1,-1,-1,10000,5000,0,10
reservoir_294,625.0,4015.0,635.0,4015.0,-1,-1,-1,10000,5000,0,10
reservoir_295,1475.0,4185.0,1485.0,4185.0,-1,-1,-1,10000,5000,0,10
reservoir_296,1055.0,2845.0,1065.0,2845.0,-1,-1,-1,10000,5000,0,10
reservoir_297,315.0,3035.0,325.0,3035.0,-1,-1,-1,10000,5000,0,10
reservoir_298,1905.0,3015.0,1915.0,3015.0,-1,-1,-1,10000,5000,0,10
reservoir_299,2445.0,485.0,2455.0,485.0,-1,-1,-1,10000,5000,0,10
reservoir_300,1595.0,315.0,1605.0,315.0,-1,-1,-1,10000,5000,0,10
reservoir_301,4245.0,275.0,4255.0,275.0,-1,-1,-1,10000,5000,0,10
reservoir_302,415.0,4205.0,425.0,4205.0,-1,-1,-1,10000,5000,0,10
reservoir_303,4905.0,2765.0,4915.0,2765.0,-1,-1,-1,10000,5000,0,10
reservoir_304,2545.0,1655.0,2555.0,1655.0,-1,-1,-1,10000,5000,0,10
