key,Intake_X,Intake_Y,Release_X,Release_Y,Has_Secondary_Intake_Cell,    Secondary_Intake_X,Secondary_Intake_Y,Max_Storage,Storage,        Min_Release_Storage,Release_Rate
reservoir_44,1315.0,4165.0,1325.0,4165.0,-1,-1,-1,10000,5000,0,0
reservoir_45,2535.0,1165.0,2545.0,1165.0,-1,-1,-1,10000,5000,0,0
reservoir_46,4995.0,3445.0,5005.0,3445.0,-1,-1,-1,10000,5000,0,0
reservoir_47,4105.0,4105.0,4115.0,4105.0,-1,-1,-1,10000,5000,0,0
reservoir_48,4045.0,3825.0,4055.0,3825.0,-1,-1,-1,10000,5000,0,0
reservoir_49,3985.0,805.0,3995.0,805.0,-1,-1,-1,10000,5000,0,0
reservoir_50,3835.0,4015.0,3845.0,4015.0,-1,-1,-1,10000,5000,0,0
reservoir_51,4645.0,3295.0,4655.0,3295.0,-1,-1,-1,10000,5000,0,0
reservoir_52,4015.0,4885.0,4025.0,4885.0,-1,-1,-1,10000,5000,0,0
reservoir_53,3435.0,2095.0,3445.0,2095.0,-1,-1,-1,10000,5000,0,0
reservoir_54,1635.0,2305.0,1645.0,2305.0,-1,-1,-1,10000,5000,0,0
reservoir_55,3275.0,645.0,3285.0,645.0,-1,-1,-1,10000,5000,0,0
reservoir_56,3245.0,4415.0,3255.0,4415.0,-1,-1,-1,10000,5000,0,0
reservoir_57,2205.0,3855.0,2215.0,3855.0,-1,-1,-1,10000,5000,0,0
reservoir_58,4855.0,3815.0,4865.0,3815.0,-1,-1,-1,10000,5000,0,0
reservoir_59,3075.0,705.0,3085.0,705.0,-1,-1,-1,10000,5000,0,0
reservoir_60,1745.0,1655.0,1755.0,1655.0,-1,-1,-1,10000,5000,0,0
reservoir_61,2385.0,295.0,2395.0,295.0,-1,-1,-1,10000,5000,0,0
reservoir_62,4475.0,3005.0,4485.0,3005.0,-1,-1,-1,10000,5000,0,0
reservoir_63,4415.0,2725.0,4425.0,2725.0,-1,-1,-1,10000,5000,0,0
reservoir_64,795.0,2035.0,805.0,2035.0,-1,-1,-1,10000,5000,0,0
reservoir_65,4225.0,615.0,4235.0,615.0,-1,-1,-1,10000,5000,0,0
reservoir_66,2315.0,2185.0,2325.0,2185.0,-1,-1,-1,10000,5000,0,0
reservoir_67,1915.0,4695.0,1925.0,4695.0,-1,-1,-1,10000,5000,0,0
reservoir_68,2885.0,3735.0,2895.0,3735.0,-1,-1,-1,10000,5000,0,0
reservoir_69,4215.0,1095.0,4225.0,1095.0,-1,-1,-1,10000,5000,0,0
reservoir_70,2095.0,1135.0,2105.0,1135.0,-1,-1,-1,10000,5000,0,0
reservoir_71,2005.0,4625.0,2015.0,4625.0,-1,-1,-1,10000,5000,0,0
reservoir_72,2595.0,2175.0,2605.0,2175.0,-1,-1,-1,10000,5000,0,0
reservoir_73,2115.0,555.0,2125.0,555.0,-1,-1,-1,10000,5000,0,0
reservoir_74,1345.0,85.0,1355.0,85.0,-1,-1,-1,10000,5000,0,0
reservoir_75,1075.0,4425.0,1085.0,4425.0,-1,-1,-1,10000,5000,0,0
reservoir_76,1985.0,4875.0,1995.0,4875.0,-1,-1,-1,10000,5000,0,0
reservoir_77,2565.0,3235.0,2575.0,3235.0,-1,-1,-1,10000,5000,0,0
reservoir_78,1065.0,3185.0,1075.0,3185.0,-1,-1,-1,10000,5000,0,0
reservoir_79,4205.0,2255.0,4215.0,2255.0,-1,-1,-1,10000,5000,0,0
reservoir_80,4475.0,4065.0,4485.0,4065.0,-1,-1,-1,10000,5000,0,0
reservoir_81,4045.0,805.0,4055.0,805.0,-1,-1,-1,10000,5000,0,0
reservoir_82,235.0,1415.0,245.0,1415.0,-1,-1,-1,10000,5000,0,0
reservoir_83,4125.0,505.0,4135.0,505.0,-1,-1,-1,10000,5000,0,0
reservoir_84,1735.0,4885.0,1745.0,4885.0,-1,-1,-1,10000,5000,0,0
reservoir_85,2005.0,545.0,2015.0,545.0,-1,-1,-1,10000,5000,0,0
reservoir_86,85.0,195.0,95.0,195.0,-1,-1,-1,10000,5000,0,0
reservoir_87,4465.0,4545.0,4475.0,4545.0,-1,-1,-1,10000,5000,0,0
reservoir_88,2665.0,4755.0,2675.0,4755.0,-1,-1,-1,10000,5000,0,0
reservoir_89,4275.0,2435.0,4285.0,2435.0,-1,-1,-1,10000,5000,0,0
reservoir_90,2415.0,2365.0,2425.0,2365.0,-1,-1,-1,10000,5000,0,0
reservoir_91,3655.0,475.0,3665.0,475.0,-1,-1,-1,10000,5000,0,0
reservoir_92,1165.0,275.0,1175.0,275.0,-1,-1,-1,10000,5000,0,0
reservoir_93,795.0,3445.0,805.0,3445.0,-1,-1,-1,10000,5000,0,0
reservoir_94,4635.0,4175.0,4645.0,4175.0,-1,-1,-1,10000,5000,0,0
reservoir_95,1715.0,4125.0,1725.0,4125.0,-1,-1,-1,10000,5000,0,0
reservoir_96,2255.0,1595.0,2265.0,1595.0,-1,-1,-1,10000,5000,0,0
reservoir_97,4015.0,2215.0,4025.0,2215.0,-1,-1,-1,10000,5000,0,0
reservoir_98,3595.0,3615.0,3605.0,3615.0,-1,-1,-1,10000,5000,0,0
reservoir_99,4955.0,2315.0,4965.0,2315.0,-1,-1,-1,10000,5000,0,0
reservoir_100,1665.0,3715.0,1675.0,3715.0,-1,-1,-1,10000,5000,0,0
reservoir_101,545.0,3455.0,555.0,3455.0,-1,-1,-1,10000,5000,0,0
reservoir_102,3545.0,3205.0,3555.0,3205.0,-1,-1,-1,10000,5000,0,0
reservoir_103,3065.0,1585.0,3075.0,1585.0,-1,-1,-1,10000,5000,0,0
reservoir_104,4245.0,3845.0,4255.0,3845.0,-1,-1,-1,10000,5000,0,0
reservoir_105,205.0,4555.0,215.0,4555.0,-1,-1,-1,10000,5000,0,0
reservoir_106,4305.0,2435.0,4315.0,2435.0,-1,-1,-1,10000,5000,0,0
reservoir_107,3245.0,2455.0,3255.0,2455.0,-1,-1,-1,10000,5000,0,0
reservoir_108,4155.0,2905.0,4165.0,2905.0,-1,-1,-1,10000,5000,0,0
reservoir_109,2025.0,1025.0,2035.0,1025.0,-1,-1,-1,10000,5000,0,0
reservoir_110,3205.0,3285.0,3215.0,3285.0,-1,-1,-1,10000,5000,0,0
reservoir_111,3845.0,1925.0,3855.0,1925.0,-1,-1,-1,10000,5000,0,0
reservoir_112,2995.0,3475.0,3005.0,3475.0,-1,-1,-1,10000,5000,0,0
reservoir_113,3965.0,2515.0,3975.0,2515.0,-1,-1,-1,10000,5000,0,0
reservoir_114,195.0,2295.0,205.0,2295.0,-1,-1,-1,10000,5000,0,0
reservoir_115,1705.0,4955.0,1715.0,4955.0,-1,-1,-1,10000,5000,0,0
reservoir_116,2135.0,3785.0,2145.0,3785.0,-1,-1,-1,10000,5000,0,0
reservoir_117,4165.0,65.0,4175.0,65.0,-1,-1,-1,10000,5000,0,0
reservoir_118,3165.0,3105.0,3175.0,3105.0,-1,-1,-1,10000,5000,0,0
reservoir_119,4715.0,4935.0,4725.0,4935.0,-1,-1,-1,10000,5000,0,0
reservoir_120,4255.0,4425.0,4265.0,4425.0,-1,-1,-1,10000,5000,0,0
reservoir_121,3035.0,2995.0,3045.0,2995.0,-1,-1,-1,10000,5000,0,0
reservoir_122,3525.0,4845.0,3535.0,4845.0,-1,-1,-1,10000,5000,0,0
reservoir_123,1875.0,4585.0,1885.0,4585.0,-1,-1,-1,10000,5000,0,0
reservoir_124,4975.0,55.0,4985.0,55.0,-1,-1,-1,10000,5000,0,0
reservoir_125,685.0,4495.0,695.0,4495.0,-1,-1,-1,10000,5000,0,0
reservoir_126,4245.0,4905.0,4255.0,4905.0,-1,-1,-1,10000,5000,0,0
reservoir_127,1375.0,475.0,1385.0,475.0,-1,-1,-1,10000,5000,0,0
reservoir_128,255.0,1235.0,265.0,1235.0,-1,-1,-1,10000,5000,0,0
reservoir_129,1345.0,2555.0,1355.0,2555.0,-1,-1,-1,10000,5000,0,0
reservoir_130,4905.0,2965.0,4915.0,2965.0,-1,-1,-1,10000,5000,0,0
reservoir_131,3205.0,4345.0,3215.0,4345.0,-1,-1,-1,10000,5000,0,0
reservoir_132,3745.0,1815.0,3755.0,1815.0,-1,-1,-1,10000,5000,0,0
reservoir_133,4695.0,3155.0,4705.0,3155.0,-1,-1,-1,10000,5000,0,0
reservoir_134,2525.0,385.0,2535.0,385.0,-1,-1,-1,10000,5000,0,0
reservoir_135,1095.0,3575.0,1105.0,3575.0,-1,-1,-1,10000,5000,0,0
reservoir_136,2225.0,4065.0,2235.0,4065.0,-1,-1,-1,10000,5000,0,0
reservoir_137,735.0,825.0,745.0,825.0,-1,-1,-1,10000,5000,0,0
reservoir_138,2975.0,3065.0,2985.0,3065.0,-1,-1,-1,10000,5000,0,0
reservoir_139,2555.0,4465.0,2565.0,4465.0,-1,-1,-1,10000,5000,0,0
reservoir_140,445.0,3695.0,455.0,3695.0,-1,-1,-1,10000,5000,0,0
reservoir_141,4765.0,1615.0,4775.0,1615.0,-1,-1,-1,10000,5000,0,0
reservoir_142,3335.0,4805.0,3345.0,4805.0,-1,-1,-1,10000,5000,0,0
reservoir_143,2485.0,205.0,2495.0,205.0,-1,-1,-1,10000,5000,0,0
reservoir_144,1635.0,1755.0,1645.0,1755.0,-1,-1,-1,10000,5000,0,0
reservoir_145,1445.0,4075.0,1455.0,4075.0,-1,-1,-1,10000,5000,0,0
reservoir_146,4635.0,1505.0,4645.0,1505.0,-1,-1,-1,10000,5000,0,0
reservoir_147,3205.0,4695.0,3215.0,4695.0,-1,-1,-1,10000,5000,0,0
reservoir_148,4695.0,3505.0,4705.0,3505.0,-1,-1,-1,10000,5000,0,0
reservoir_149,2625.0,1905.0,2635.0,1905.0,-1,-1,-1,10000,5000,0,0
reservoir_150,505.0,4685.0,515.0,4685.0,-1,-1,-1,10000,5000,0,0
reservoir_151,4025.0,4205.0,4035.0,4205.0,-1,-1,-1,10000,5000,0,0
reservoir_152,3055.0,3475.0,3065.0,3475.0,-1,-1,-1,10000,5000,0,0
reservoir_153,2635.0,2135.0,2645.0,2135.0,-1,-1,-1,10000,5000,0,0
reservoir_154,2745.0,2495.0,2755.0,2495.0,-1,-1,-1,10000,5000,0,0
reservoir_155,585.0,4385.0,595.0,4385.0,-1,-1,-1,10000,5000,0,0
reservoir_156,4625.0,1985.0,4635.0,1985.0,-1,-1,-1,10000,5000,0,0
reservoir_157,1015.0,3215.0,1025.0,3215.0,-1,-1,-1,10000,5000,0,0
reservoir_158,2405.0,855.0,2415.0,855.0,-1,-1,-1,10000,5000,0,0
reservoir_159,125.0,2185.0,135.0,2185.0,-1,-1,-1,10000,5000,0,0
reservoir_160,4075.0,4965.0,4085.0,4965.0,-1,-1,-1,10000,5000,0,0
reservoir_161,3765.0,2295.0,3775.0,2295.0,-1,-1,-1,10000,5000,0,0
reservoir_162,3455.0,1315.0,3465.0,1315.0,-1,-1,-1,10000,5000,0,0
reservoir_163,1875.0,1565.0,1885.0,1565.0,-1,-1,-1,10000,5000,0,0
reservoir_164,4375.0,1995.0,4385.0,1995.0,-1,-1,-1,10000,5000,0,0
reservoir_165,875.0,3585.0,885.0,3585.0,-1,-1,-1,10000,5000,0,0
reservoir_166,3325.0,1205.0,3335.0,1205.0,-1,-1,-1,10000,5000,0,0
reservoir_167,2365.0,2395.0,2375.0,2395.0,-1,-1,-1,10000,5000,0,0
reservoir_168,2965.0,2885.0,2975.0,2885.0,-1,-1,-1,10000,5000,0,0
reservoir_169,685.0,1475.0,695.0,1475.0,-1,-1,-1,10000,5000,0,0
reservoir_170,495.0,1085.0,505.0,1085.0,-1,-1,-1,10000,5000,0,0
reservoir_171,765.0,2895.0,775.0,2895.0,-1,-1,-1,10000,5000,0,0
reservoir_172,2865.0,2425.0,2875.0,2425.0,-1,-1,-1,10000,5000,0,0
reservoir_173,3775.0,2875.0,3785.0,2875.0,-1,-1,-1,10000,5000,0,0
reservoir_174,3985.0,1665.0,3995.0,1665.0,-1,-1,-1,10000,5000,0,0
reservoir_175,3525.0,2175.0,3535.0,2175.0,-1,-1,-1,10000,5000,0,0
reservoir_176,1185.0,4915.0,1195.0,4915.0,-1,-1,-1,10000,5000,0,0
reservoir_177,4045.0,255.0,4055.0,255.0,-1,-1,-1,10000,5000,0,0
reservoir_178,2305.0,745.0,2315.0,745.0,-1,-1,-1,10000,5000,0,0
reservoir_179,1125.0,4635.0,1135.0,4635.0,-1,-1,-1,10000,5000,0,0
reservoir_180,1265.0,185.0,1275.0,185.0,-1,-1,-1,10000,5000,0,0
reservoir_181,2915.0,3185.0,2925.0,3185.0,-1,-1,-1,10000,5000,0,0
reservoir_182,415.0,1735.0,425.0,1735.0,-1,-1,-1,10000,5000,0,0
reservoir_183,4675.0,3805.0,4685.0,3805.0,-1,-1,-1,10000,5000,0,0
reservoir_184,3845.0,315.0,3855.0,315.0,-1,-1,-1,10000,5000,0,0
reservoir_185,255.0,3705.0,265.0,3705.0,-1,-1,-1,10000,5000,0,0
reservoir_186,1015.0,4625.0,1025.0,4625.0,-1,-1,-1,10000,5000,0,0
reservoir_187,3405.0,1965.0,3415.0,1965.0,-1,-1,-1,10000,5000,0,0
reservoir_188,5.0,295.0,15.0,295.0,-1,-1,-1,10000,5000,0,0
reservoir_189,2625.0,4025.0,2635.0,4025.0,-1,-1,-1,10000,5000,0,0
reservoir_190,1885.0,4215.0,1895.0,4215.0,-1,-1,-1,10000,5000,0,0
reservoir_191,3105.0,1215.0,3115.0,1215.0,-1,-1,-1,10000,5000,0,0
reservoir_192,4505.0,3515.0,4515.0,3515.0,-1,-1,-1,10000,5000,0,0
reservoir_193,995.0,445.0,1005.0,445.0,-1,-1,-1,10000,5000,0,0
reservoir_194,3345.0,2365.0,3355.0,2365.0,-1,-1,-1,10000,5000,0,0
reservoir_195,1915.0,1125.0,1925.0,1125.0,-1,-1,-1,10000,5000,0,0
reservoir_196,4005.0,425.0,4015.0,425.0,-1,-1,-1,10000,5000,0,0
reservoir_197,2675.0,4785.0,2685.0,4785.0,-1,-1,-1,10000,5000,0,0
reservoir_198,3215.0,2255.0,3225.0,2255.0,-1,-1,-1,10000,5000,0,0
reservoir_199,3155.0,1975.0,3165.0,1975.0,-1,-1,-1,10000,5000,0,0
reservoir_200,2575.0,3615.0,2585.0,3615.0,-1,-1,-1,10000,5000,0,0
reservoir_201,4975.0,2875.0,4985.0,2875.0,-1,-1,-1,10000,5000,0,0
reservoir_202,1605.0,2885.0,1615.0,2885.0,-1,-1,-1,10000,5000,0,0
reservoir_203,875.0,565.0,885.0,565.0,-1,-1,-1,10000,5000,0,0
reservoir_204,505.0,2015.0,515.0,2015.0,-1,-1,-1,10000,5000,0,0
reservoir_205,625.0,2605.0,635.0,2605.0,-1,-1,-1,10000,5000,0,0
reservoir_206,1205.0,965.0,1215.0,965.0,-1,-1,-1,10000,5000,0,0
reservoir_207,4945.0,4955.0,4955.0,4955.0,-1,-1,-1,10000,5000,0,0
reservoir_208,1655.0,3645.0,1665.0,3645.0,-1,-1,-1,10000,5000,0,0
reservoir_209,2895.0,1755.0,2905.0,1755.0,-1,-1,-1,10000,5000,0,0
reservoir_210,1895.0,365.0,1905.0,365.0,-1,-1,-1,10000,5000,0,0
reservoir_211,4775.0,1245.0,4785.0,1245.0,-1,-1,-1,10000,5000,0,0
reservoir_212,1155.0,555.0,1165.0,555.0,-1,-1,-1,10000,5000,0,0
reservoir_213,1375.0,4005.0,1385.0,4005.0,-1,-1,-1,10000,5000,0,0
reservoir_214,4685.0,4735.0,4695.0,4735.0,-1,-1,-1,10000,5000,0,0
reservoir_215,1495.0,2875.0,1505.0,2875.0,-1,-1,-1,10000,5000,0,0
reservoir_216,1765.0,4685.0,1775.0,4685.0,-1,-1,-1,10000,5000,0,0
reservoir_217,915.0,85.0,925.0,85.0,-1,-1,-1,10000,5000,0,0
reservoir_218,4895.0,1835.0,4905.0,1835.0,-1,-1,-1,10000,5000,0,0
reservoir_219,65.0,1635.0,75.0,1635.0,-1,-1,-1,10000,5000,0,0
reservoir_220,4385.0,3985.0,4395.0,3985.0,-1,-1,-1,10000,5000,0,0
reservoir_221,3275.0,2915.0,3285.0,2915.0,-1,-1,-1,10000,5000,0,0
reservoir_222,1475.0,3125.0,1485.0,3125.0,-1,-1,-1,10000,5000,0,0
reservoir_223,2335.0,1805.0,2345.0,1805.0,-1,-1,-1,10000,5000,0,0
reservoir_224,3035.0,2445.0,3045.0,2445.0,-1,-1,-1,10000,5000,0,0
reservoir_225,1965.0,545.0,1975.0,545.0,-1,-1,-1,10000,5000,0,0
reservoir_226,1235.0,2655.0,1245.0,2655.0,-1,-1,-1,10000,5000,0,0
reservoir_227,4585.0,4275.0,4595.0,4275.0,-1,-1,-1,10000,5000,0,0
reservoir_228,2635.0,4955.0,2645.0,4955.0,-1,-1,-1,10000,5000,0,0
reservoir_229,1355.0,3245.0,1365.0,3245.0,-1,-1,-1,10000,5000,0,0
reservoir_230,465.0,3905.0,475.0,3905.0,-1,-1,-1,10000,5000,0,0
reservoir_231,4885.0,2995.0,4895.0,2995.0,-1,-1,-1,10000,5000,0,0
reservoir_232,4725.0,1545.0,4735.0,1545.0,-1,-1,-1,10000,5000,0,0
reservoir_233,2445.0,135.0,2455.0,135.0,-1,-1,-1,10000,5000,0,0
reservoir_234,3165.0,2905.0,3175.0,2905.0,-1,-1,-1,10000,5000,0,0
reservoir_235,2465.0,3985.0,2475.0,3985.0,-1,-1,-1,10000,5000,0,0
reservoir_236,4445.0,4645.0,4455.0,4645.0,-1,-1,-1,10000,5000,0,0
reservoir_237,1955.0,1705.0,1965.0,1705.0,-1,-1,-1,10000,5000,0,0
reservoir_238,4035.0,2495.0,4045.0,2495.0,-1,-1,-1,10000,5000,0,0
reservoir_239,3715.0,2325.0,3725.0,2325.0,-1,-1,-1,10000,5000,0,0
reservoir_240,4675.0,1135.0,4685.0,1135.0,-1,-1,-1,10000,5000,0,0
reservoir_241,2495.0,895.0,2505.0,895.0,-1,-1,-1,10000,5000,0,0
reservoir_242,2735.0,4785.0,2745.0,4785.0,-1,-1,-1,10000,5000,0,0
reservoir_243,4395.0,4235.0,4405.0,4235.0,-1,-1,-1,10000,5000,0,0
reservoir_244,2425.0,3805.0,2435.0,3805.0,-1,-1,-1,10000,5000,0,0
reservoir_245,3125.0,4445.0,3135.0,4445.0,-1,-1,-1,10000,5000,0,0
reservoir_246,415.0,4205.0,425.0,4205.0,-1,-1,-1,10000,5000,0,0
reservoir_247,325.0,3265.0,335.0,3265.0,-1,-1,-1,10000,5000,0,0
reservoir_248,965.0,1905.0,975.0,1905.0,-1,-1,-1,10000,5000,0,0
reservoir_249,2295.0,3695.0,2305.0,3695.0,-1,-1,-1,10000,5000,0,0
reservoir_250,4905.0,2765.0,4915.0,2765.0,-1,-1,-1,10000,5000,0,0
reservoir_251,3295.0,4075.0,3305.0,4075.0,-1,-1,-1,10000,5000,0,0
reservoir_252,4145.0,4245.0,4155.0,4245.0,-1,-1,-1,10000,5000,0,0
reservoir_253,2075.0,2645.0,2085.0,2645.0,-1,-1,-1,10000,5000,0,0
reservoir_254,4415.0,1625.0,4425.0,1625.0,-1,-1,-1,10000,5000,0,0
reservoir_255,2255.0,3515.0,2265.0,3515.0,-1,-1,-1,10000,5000,0,0
reservoir_256,725.0,1105.0,735.0,1105.0,-1,-1,-1,10000,5000,0,0
reservoir_257,635.0,165.0,645.0,165.0,-1,-1,-1,10000,5000,0,0
reservoir_258,4795.0,4475.0,4805.0,4475.0,-1,-1,-1,10000,5000,0,0
reservoir_259,3425.0,4535.0,3435.0,4535.0,-1,-1,-1,10000,5000,0,0
reservoir_260,3755.0,3915.0,3765.0,3915.0,-1,-1,-1,10000,5000,0,0
reservoir_261,4065.0,465.0,4075.0,465.0,-1,-1,-1,10000,5000,0,0
reservoir_262,3565.0,1805.0,3575.0,1805.0,-1,-1,-1,10000,5000,0,0
reservoir_263,3995.0,3375.0,4005.0,3375.0,-1,-1,-1,10000,5000,0,0
reservoir_264,4845.0,3545.0,4855.0,3545.0,-1,-1,-1,10000,5000,0,0
reservoir_265,3475.0,865.0,3485.0,865.0,-1,-1,-1,10000,5000,0,0
reservoir_266,2355.0,605.0,2365.0,605.0,-1,-1,-1,10000,5000,0,0
reservoir_267,3105.0,4035.0,3115.0,4035.0,-1,-1,-1,10000,5000,0,0
reservoir_268,1885.0,2605.0,1895.0,2605.0,-1,-1,-1,10000,5000,0,0
reservoir_269,3715.0,3735.0,3725.0,3735.0,-1,-1,-1,10000,5000,0,0
reservoir_270,1425.0,405.0,1435.0,405.0,-1,-1,-1,10000,5000,0,0
reservoir_271,2095.0,4815.0,2105.0,4815.0,-1,-1,-1,10000,5000,0,0
reservoir_272,1665.0,1555.0,1675.0,1555.0,-1,-1,-1,10000,5000,0,0
reservoir_273,1245.0,2955.0,1255.0,2955.0,-1,-1,-1,10000,5000,0,0
reservoir_274,2585.0,2235.0,2595.0,2235.0,-1,-1,-1,10000,5000,0,0
reservoir_275,995.0,3975.0,1005.0,3975.0,-1,-1,-1,10000,5000,0,0
reservoir_276,4885.0,325.0,4895.0,325.0,-1,-1,-1,10000,5000,0,0
reservoir_277,1385.0,225.0,1395.0,225.0,-1,-1,-1,10000,5000,0,0
reservoir_278,1715.0,2315.0,1725.0,2315.0,-1,-1,-1,10000,5000,0,0
reservoir_279,1505.0,2505.0,1515.0,2505.0,-1,-1,-1,10000,5000,0,0
reservoir_280,3115.0,185.0,3125.0,185.0,-1,-1,-1,10000,5000,0,0
reservoir_281,2745.0,3355.0,2755.0,3355.0,-1,-1,-1,10000,5000,0,0
reservoir_282,4995.0,4105.0,5005.0,4105.0,-1,-1,-1,10000,5000,0,0
reservoir_283,3295.0,1055.0,3305.0,1055.0,-1,-1,-1,10000,5000,0,0
reservoir_284,4055.0,4715.0,4065.0,4715.0,-1,-1,-1,10000,5000,0,0
reservoir_285,125.0,3045.0,135.0,3045.0,-1,-1,-1,10000,5000,0,0
reservoir_286,3315.0,475.0,3325.0,475.0,-1,-1,-1,10000,5000,0,0
reservoir_287,2255.0,495.0,2265.0,495.0,-1,-1,-1,10000,5000,0,0
reservoir_288,4565.0,3245.0,4575.0,3245.0,-1,-1,-1,10000,5000,0,0
reservoir_289,3715.0,4795.0,3725.0,4795.0,-1,-1,-1,10000,5000,0,0
reservoir_290,635.0,1575.0,645.0,1575.0,-1,-1,-1,10000,5000,0,0
reservoir_291,475.0,125.0,485.0,125.0,-1,-1,-1,10000,5000,0,0
reservoir_292,3455.0,2175.0,3465.0,2175.0,-1,-1,-1,10000,5000,0,0
reservoir_293,1755.0,3555.0,1765.0,3555.0,-1,-1,-1,10000,5000,0,0
reservoir_294,1915.0,575.0,1925.0,575.0,-1,-1,-1,10000,5000,0,0
reservoir_295,4555.0,3725.0,4565.0,3725.0,-1,-1,-1,10000,5000,0,0
reservoir_296,3395.0,2575.0,3405.0,2575.0,-1,-1,-1,10000,5000,0,0
reservoir_297,2325.0,675.0,2335.0,675.0,-1,-1,-1,10000,5000,0,0
reservoir_298,3995.0,4785.0,4005.0,4785.0,-1,-1,-1,10000,5000,0,0
reservoir_299,4325.0,2445.0,4335.0,2445.0,-1,-1,-1,10000,5000,0,0
reservoir_300,245.0,1245.0,255.0,1245.0,-1,-1,-1,10000,5000,0,0
reservoir_301,2895.0,1205.0,2905.0,1205.0,-1,-1,-1,10000,5000,0,0
reservoir_302,4025.0,1695.0,4035.0,1695.0,-1,-1,-1,10000,5000,0,0
reservoir_303,1645.0,3545.0,1655.0,3545.0,-1,-1,-1,10000,5000,0,0
